tricode_home,tricode_away,geometry_home,geometry_away,geo_distance_haversine,geo_distance_ellipsoidal
CAR,PIT,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-79.988795,40.439642]}",527296.9719133631,526464.5029696592
CAR,SEA,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-122.3537822,47.6221615]}",3794603.3728463966,3802757.4059997005
CAR,SJS,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-121.9012924,37.3327377]}",3826144.046533071,3834950.828180227
CAR,STL,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-90.2026731,38.6268312]}",1063166.6226608877,1065268.1793180683
CAR,TOR,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-79.37896,43.64344]}",873583.4935317797,872299.3939108736
CAR,TBL,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-82.4518213,27.9427281]}",942126.0628431339,940139.6292904736
CAR,UTA,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-111.9008887,40.7682775]}",2929907.3115006583,2936530.9366714847
CAR,VAN,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-123.1089713,49.2779028]}",3865872.8273228565,3873973.525968874
CAR,VGK,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-115.178726,36.102982]}",3262154.2398799593,3269579.5088620964
CAR,WPG,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-97.1438596,49.8925472]}",2158712.2851926894,2160362.251972985
